Kod stacji,Nazwa stacji,Rok,Miesiac,Dzien,tavg,precip,vapor_pres,humidity,pressure
354150100,KOŁOBRZEG,2017,5,9,5.7,1.7,6.1,66.1,1017.4
354150100,KOŁOBRZEG,2017,5,10,6.4,3.2,7.8,80.9,1008.1
354150100,KOŁOBRZEG,2017,5,11,9,0,8.5,77.1,1008
354150100,KOŁOBRZEG,2017,5,12,9.3,0,9.2,75.5,1008.3
354150100,KOŁOBRZEG,2017,5,13,13.5,0,10.3,67.4,1012.8
354150100,KOŁOBRZEG,2017,5,14,14.7,0,12.5,77.1,1019.2
354150100,KOŁOBRZEG,2017,5,15,13.2,0,12.2,82.6,1026.3
354150100,KOŁOBRZEG,2017,5,16,11.1,0,11.2,86,1030
354150100,KOŁOBRZEG,2017,5,17,16.4,0,12.2,67,1024.7
354150100,KOŁOBRZEG,2017,5,18,20.3,0,12.2,53.1,1015.3
354150100,KOŁOBRZEG,2017,5,19,21.9,0,13.5,52.9,1010.6
354150100,KOŁOBRZEG,2017,5,20,16.7,0,12.5,75,1016.5
354150100,KOŁOBRZEG,2017,5,21,13,0,11.3,75.8,1024.4
354150100,KOŁOBRZEG,2017,5,22,13.7,0,11.1,71.8,1021.9
354150100,KOŁOBRZEG,2017,5,23,15.5,2.1,10.6,62,1015.8
354150100,KOŁOBRZEG,2017,5,24,13.5,3.9,13.1,91.9,1015.5
354150100,KOŁOBRZEG,2017,5,25,13,0,12,80.6,1018.7
354150100,KOŁOBRZEG,2017,5,26,14.2,0,13.5,85.8,1020.1
354150100,KOŁOBRZEG,2017,5,27,16.6,0,12.2,67.6,1023.7
354150100,KOŁOBRZEG,2017,5,28,21.9,0.2,13.2,54.6,1018.4
354150100,KOŁOBRZEG,2017,5,29,17.9,0,15.3,86.4,1013.9
354150100,KOŁOBRZEG,2017,5,30,18.1,5.8,16.6,84.5,1011.6
354150100,KOŁOBRZEG,2017,5,31,16.6,0,13.7,74.9,1014
354150100,KOŁOBRZEG,2017,6,1,13.9,0,10.9,68.4,1018.4
354150100,KOŁOBRZEG,2017,6,2,13.7,0,12,76.9,1018.8
354150100,KOŁOBRZEG,2017,6,3,14.9,2.8,9.8,59,1017.5
354150100,KOŁOBRZEG,2017,6,4,14.1,7.3,13.9,86.1,1008.8
354150100,KOŁOBRZEG,2017,6,5,15.3,0.5,12.5,72.5,1014.1
354150100,KOŁOBRZEG,2017,6,6,18.5,19.4,13.6,65.3,1007
354150100,KOŁOBRZEG,2017,6,7,15.2,2.5,12.8,75.4,1007.6
354150100,KOŁOBRZEG,2017,6,8,16,0.2,11.8,66,1015.7
354150100,KOŁOBRZEG,2017,6,9,20.7,3.2,14.3,61.5,1013.8
354150100,KOŁOBRZEG,2017,6,10,15.8,0,14.5,80.9,1018.1
354150100,KOŁOBRZEG,2017,6,11,19,4.6,14.9,69.8,1017.5
354150100,KOŁOBRZEG,2017,6,12,17.4,7.9,16,80.6,1008.1
354150100,KOŁOBRZEG,2017,6,13,15.8,0.1,13.5,75.8,1010.5
354150100,KOŁOBRZEG,2017,6,14,15.1,0,13.1,76.9,1016.9
354150100,KOŁOBRZEG,2017,6,15,16.8,13.9,15.5,81.4,1016.8
354150100,KOŁOBRZEG,2017,6,16,16.4,12.7,14.6,78.9,1010.6
354150100,KOŁOBRZEG,2017,6,17,15.6,0.3,15,85.3,1016.4
354150100,KOŁOBRZEG,2017,6,18,17.6,0,16.6,82.5,1022.9
354150100,KOŁOBRZEG,2017,6,19,20.4,0,17.8,75.1,1020.8
354150100,KOŁOBRZEG,2017,6,20,18.4,0,16,75.1,1015.3
354150100,KOŁOBRZEG,2017,6,21,15.6,0,11.9,67.4,1016.7
354150100,KOŁOBRZEG,2017,6,22,17.3,9.6,14.3,72.5,1011.7
354150100,KOŁOBRZEG,2017,6,23,17.2,1.3,18.1,92.4,1006.9
354150100,KOŁOBRZEG,2017,6,24,17.2,0.3,16.2,82.9,1009.3
354150100,KOŁOBRZEG,2017,6,25,16.7,0.3,15.2,80.1,1007.3
354150100,KOŁOBRZEG,2017,6,26,16.4,0,12.2,66,1008.7
354150100,KOŁOBRZEG,2017,6,27,15,0,11.1,65.5,1012.6
354150100,KOŁOBRZEG,2017,6,28,17,1.1,15.8,79.9,1004.8
354150100,KOŁOBRZEG,2017,6,29,19,9.7,19.8,90.5,993.2
354150100,KOŁOBRZEG,2017,6,30,16.4,20,17.8,95.5,993.9
354150100,KOŁOBRZEG,2017,7,1,14.8,11.4,15.6,93.1,1002.3
354150100,KOŁOBRZEG,2017,7,2,16.1,0.6,15,83,1010.1
354150100,KOŁOBRZEG,2017,7,3,16.1,11.3,13.2,73.1,1015.9
354150100,KOŁOBRZEG,2017,7,4,15.5,0,12.8,72.8,1015.6
354150100,KOŁOBRZEG,2017,7,5,15.2,16.6,12.7,77.3,1018.2
354150100,KOŁOBRZEG,2017,7,6,15.8,0,13.4,76.9,1019.9
354150100,KOŁOBRZEG,2017,7,7,16.6,4.5,15.4,81.3,1015.4
354150100,KOŁOBRZEG,2017,7,8,17.2,0.5,17.2,87.3,1012.9
354150100,KOŁOBRZEG,2017,7,9,16.5,0,12.9,72.1,1015
354150100,KOŁOBRZEG,2017,7,10,15.6,8.6,16.2,89.9,1009.3
354150100,KOŁOBRZEG,2017,7,11,18.4,0,16.7,81.8,1008
354150100,KOŁOBRZEG,2017,7,12,17,21.8,17,89.6,1007.8
354150100,KOŁOBRZEG,2017,7,13,16.5,0,13.5,71.9,1014.6
354150100,KOŁOBRZEG,2017,7,14,15.4,0,12.2,70.6,1016.1
354150100,KOŁOBRZEG,2017,7,15,15.4,0,13.3,76.8,1019
354150100,KOŁOBRZEG,2017,7,16,16.3,5.6,14.6,79.1,1020.6
354150100,KOŁOBRZEG,2017,7,17,17.1,0,13.8,71.9,1019.3
354150100,KOŁOBRZEG,2017,7,18,16.7,0,14,74.1,1021.3
354150100,KOŁOBRZEG,2017,7,19,16.1,0,14.1,76.6,1018.1
354150100,KOŁOBRZEG,2017,7,20,19,8.6,16.7,76.9,1011.7
354150100,KOŁOBRZEG,2017,7,21,19,0,19.3,92,1012.9
354150100,KOŁOBRZEG,2017,7,22,18.5,3.5,17.3,81.9,1016.5
354150100,KOŁOBRZEG,2017,7,23,18.9,2.9,18.9,86.6,1013
354150100,KOŁOBRZEG,2017,7,24,17.6,0.9,17.3,86.1,1009.9
354150100,KOŁOBRZEG,2017,7,25,16.7,18.8,17.9,93.8,1003.2
354150100,KOŁOBRZEG,2017,7,26,16.1,9,17.2,94.8,1000.9
354150100,KOŁOBRZEG,2017,7,27,17.5,0.1,17.4,87.8,1004.9
354150100,KOŁOBRZEG,2017,7,28,17.3,8,16.5,86,1008.5
354150100,KOŁOBRZEG,2017,7,29,17.1,0.5,16.4,82.8,1012.9
354150100,KOŁOBRZEG,2017,7,30,21.3,5.1,19.1,77.8,1010
354150100,KOŁOBRZEG,2017,7,31,20,0.2,18.2,79,1014.5
354150100,KOŁOBRZEG,2017,8,1,21.4,0.5,19.8,78.3,1014.9
354150100,KOŁOBRZEG,2017,8,2,19.7,0,17.7,78.1,1016.6
354150100,KOŁOBRZEG,2017,8,3,21,1.7,18.8,75.9,1011.2
354150100,KOŁOBRZEG,2017,8,4,19.9,0,15.3,67.3,1008.5
354150100,KOŁOBRZEG,2017,8,5,18.3,2.8,15.5,74.8,1011.7
354150100,KOŁOBRZEG,2017,8,6,17.2,0,14.2,73,1018.1
354150100,KOŁOBRZEG,2017,8,7,17,0,13.2,69.4,1022.1
354150100,KOŁOBRZEG,2017,8,8,19.5,0,12.7,58.5,1017.7
354150100,KOŁOBRZEG,2017,8,9,19.7,0,16.6,72.1,1015.4
354150100,KOŁOBRZEG,2017,8,10,18.5,0.4,17,79.9,1018.6
354150100,KOŁOBRZEG,2017,8,11,20.2,7,19.4,82.1,1013.8
354150100,KOŁOBRZEG,2017,8,12,16.7,1.8,16.6,87.1,1010.6
354150100,KOŁOBRZEG,2017,8,13,17.1,0,14.3,74.5,1016.7
354150100,KOŁOBRZEG,2017,8,14,15.9,0,13,73.3,1024.4
354150100,KOŁOBRZEG,2017,8,15,18.9,0,13.5,64.5,1021.7
354150100,KOŁOBRZEG,2017,8,16,18.1,2.4,17.6,84.6,1018.8
354150100,KOŁOBRZEG,2017,8,17,18.8,2.9,16.7,78.6,1019.3
354150100,KOŁOBRZEG,2017,8,18,20.2,24.4,19.8,84.6,1012.8
354150100,KOŁOBRZEG,2017,8,19,18.2,0,15.8,75.9,1012.9
354150100,KOŁOBRZEG,2017,8,20,16.5,5.7,13.3,72.3,1017.6
354150100,KOŁOBRZEG,2017,8,21,15.7,9.6,15.4,86.5,1016.3
354150100,KOŁOBRZEG,2017,8,22,16.8,28.2,15.6,81.5,1017.1
354150100,KOŁOBRZEG,2017,8,23,16.7,0,15,79.5,1017.7
354150100,KOŁOBRZEG,2017,8,24,16.2,0,14.1,77.3,1014.9
354150100,KOŁOBRZEG,2017,8,25,17.8,0,15.7,77.1,1016.2
354150100,KOŁOBRZEG,2017,8,26,16.5,5.2,15.5,83.4,1017.4
354150100,KOŁOBRZEG,2017,8,27,17.4,5,16.8,85,1013.8
354150100,KOŁOBRZEG,2017,8,28,17,0,15.3,79.1,1019.6
354150100,KOŁOBRZEG,2017,8,29,18.1,0,14.1,69.8,1017.7
354150100,KOŁOBRZEG,2017,8,30,21.7,0,16.1,63.1,1011.9
354150100,KOŁOBRZEG,2017,8,31,20.8,1,17.4,70.8,1009.8
354150100,KOŁOBRZEG,2017,9,1,17,2.1,13.4,69.6,1018.7
354150100,KOŁOBRZEG,2017,9,2,14.8,6.6,13.2,79.3,1016.9
354150100,KOŁOBRZEG,2017,9,3,16.5,0,12.7,67.9,1014.3
354150100,KOŁOBRZEG,2017,9,4,16.1,8.6,15,82.3,1011.2
354150100,KOŁOBRZEG,2017,9,5,17.1,0.4,17.9,91.8,1015.2
354150100,KOŁOBRZEG,2017,9,6,16.8,28.2,17.6,92.1,1009.7
354150100,KOŁOBRZEG,2017,9,7,14.5,20.4,15.2,92.1,1005.4
354150100,KOŁOBRZEG,2017,9,8,14.1,2.8,14.2,88.6,1005.1
354150100,KOŁOBRZEG,2017,9,9,16,0.5,14.4,79.4,999.4
354150100,KOŁOBRZEG,2017,9,10,15.4,0,14.7,84.3,1003.4
354150100,KOŁOBRZEG,2017,9,11,16.3,0,13.7,75.4,1000.7
354150100,KOŁOBRZEG,2017,9,12,14.8,0,12.7,76.4,1002.4
354150100,KOŁOBRZEG,2017,9,13,12.7,1.2,11.9,81.4,998.6
354150100,KOŁOBRZEG,2017,9,14,13.6,5.4,10.8,70.4,995.8
354150100,KOŁOBRZEG,2017,9,15,13.5,0.2,12,78.5,1006.3
354150100,KOŁOBRZEG,2017,9,16,13,0,11.9,80.1,1012
354150100,KOŁOBRZEG,2017,9,17,12.9,0,11.9,80.8,1013.3
354150100,KOŁOBRZEG,2017,9,18,13.7,0,12,77,1012.5
354150100,KOŁOBRZEG,2017,9,19,11.9,0,11.2,81.5,1015.1
354150100,KOŁOBRZEG,2017,9,20,12.4,0.1,12.1,84.1,1017.1
354150100,KOŁOBRZEG,2017,9,21,13.5,0.5,13.2,85.8,1019.8
354150100,KOŁOBRZEG,2017,9,22,14,7.3,14.4,90.4,1019.5
354150100,KOŁOBRZEG,2017,9,23,14.9,0.8,15.6,92.3,1022.2
354150100,KOŁOBRZEG,2017,9,24,15.1,0,15.8,92.6,1024.1
354150100,KOŁOBRZEG,2017,9,25,13.7,0,13.5,85.9,1026
354150100,KOŁOBRZEG,2017,9,26,14.9,0,14.2,84.4,1029
354150100,KOŁOBRZEG,2017,9,27,15.1,0,12.3,73.3,1030.3
354150100,KOŁOBRZEG,2017,9,28,14.1,0,11.1,69.6,1030.2
354150100,KOŁOBRZEG,2017,9,29,12.5,0,9.8,69,1028.2
354150100,KOŁOBRZEG,2017,9,30,11.7,0,10.2,74.3,1023.1
354150100,KOŁOBRZEG,2017,10,1,12.6,0,10.3,71.6,1021.7
354150100,KOŁOBRZEG,2017,10,2,12.7,6.2,12.6,86.5,1013.5
354150100,KOŁOBRZEG,2017,10,3,13.1,0,12.6,84.1,1009.6
354150100,KOŁOBRZEG,2017,10,4,11.2,8.1,11.4,85.5,1011.1
354150100,KOŁOBRZEG,2017,10,5,10.1,14.8,10.7,87,998.5
354150100,KOŁOBRZEG,2017,10,6,11.6,0.8,11.4,84,1004.4
354150100,KOŁOBRZEG,2017,10,7,10.9,7.3,11.4,87.9,1008.1
354150100,KOŁOBRZEG,2017,10,8,10.7,0.6,9.3,71.9,1006.5
354150100,KOŁOBRZEG,2017,10,9,11.6,0.2,9.2,67.4,1010.8
354150100,KOŁOBRZEG,2017,10,10,11.1,3.6,10.6,79.8,1010.4
354150100,KOŁOBRZEG,2017,10,11,13.4,3.7,14.2,92.8,1010.5
354150100,KOŁOBRZEG,2017,10,12,13.4,5.6,12,78.5,1010.1
354150100,KOŁOBRZEG,2017,10,13,12.3,0,11.6,81.3,1019.8
354150100,KOŁOBRZEG,2017,10,14,15.1,0.2,15.3,88.6,1021.5
354150100,KOŁOBRZEG,2017,10,15,15.3,0,15.5,89.1,1023.8
354150100,KOŁOBRZEG,2017,10,16,14.4,0,14.4,88.3,1020.9
354150100,KOŁOBRZEG,2017,10,17,14.6,0,14.9,89.9,1018.8
354150100,KOŁOBRZEG,2017,10,18,11.4,0,12.2,90.5,1016.2
354150100,KOŁOBRZEG,2017,10,19,11.1,0,11.6,88,1016.9
354150100,KOŁOBRZEG,2017,10,20,12.2,0.7,12.7,89.5,1014.5
354150100,KOŁOBRZEG,2017,10,21,11.6,1.4,12.7,93.1,1013.8
354150100,KOŁOBRZEG,2017,10,22,10.3,12.4,12,95.4,1011.4
354150100,KOŁOBRZEG,2017,10,23,10,2.4,11.5,93.5,1014.9
354150100,KOŁOBRZEG,2017,10,24,8.7,8.6,10.2,91,1022.2
354150100,KOŁOBRZEG,2017,10,25,13.2,0.8,13.9,91.4,1014.6
354150100,KOŁOBRZEG,2017,10,26,12.3,8.8,12.2,85.5,1016.8
354150100,KOŁOBRZEG,2017,10,27,10.5,6.5,10.9,85.5,1013
354150100,KOŁOBRZEG,2017,10,28,10.8,23.3,11.1,85.4,1002.4
354150100,KOŁOBRZEG,2017,10,29,9.2,2.4,8.1,69,989.9
354150100,KOŁOBRZEG,2017,10,30,6.7,0,5.9,60.4,1012.4
354150100,KOŁOBRZEG,2017,10,31,7.9,1.6,7.3,67.9,1018.9
354150100,KOŁOBRZEG,2017,11,1,10,5.4,11.6,93.9,1013.1
354150100,KOŁOBRZEG,2017,11,2,10,1.2,11.2,91.4,1006.4
354150100,KOŁOBRZEG,2017,11,3,9.6,0,10.7,89.8,1014.2
354150100,KOŁOBRZEG,2017,11,4,8.5,0,9.3,83.8,1012.1
354150100,KOŁOBRZEG,2017,11,5,10,3.2,10.5,85.1,1006.3
354150100,KOŁOBRZEG,2017,11,6,9.3,0.1,9.8,83.5,1018.4
354150100,KOŁOBRZEG,2017,11,7,5.5,0,7.7,85.4,1026.9
354150100,KOŁOBRZEG,2017,11,8,7.2,0,8.2,80.9,1023.6
354150100,KOŁOBRZEG,2017,11,9,5.8,1.1,7.7,83.6,1019.9
354150100,KOŁOBRZEG,2017,11,10,7.1,3.1,9.2,91.3,1007.2
354150100,KOŁOBRZEG,2017,11,11,5.2,1.3,7.4,83.4,999.4
354150100,KOŁOBRZEG,2017,11,12,4.5,0.9,7.4,87.6,999.6
354150100,KOŁOBRZEG,2017,11,13,5.5,0.2,7.2,80.3,1008.5
354150100,KOŁOBRZEG,2017,11,14,4.9,1.6,7.3,83.6,1017.9
354150100,KOŁOBRZEG,2017,11,15,7.3,0.1,9.3,91.1,1022.5
354150100,KOŁOBRZEG,2017,11,16,7.2,1.1,9.3,91.3,1023.5
354150100,KOŁOBRZEG,2017,11,17,7,0,8.3,83.1,1020.6
354150100,KOŁOBRZEG,2017,11,18,4.7,4.7,7.2,84.6,1010.1
354150100,KOŁOBRZEG,2017,11,19,4.7,5.9,7.4,87.1,999.6
354150100,KOŁOBRZEG,2017,11,20,4.1,0,6.2,75.9,1009.7
354150100,KOŁOBRZEG,2017,11,21,2.8,4.4,7.1,93.9,1011.2
354150100,KOŁOBRZEG,2017,11,22,5.9,5.8,8.8,93.8,1007.1
354150100,KOŁOBRZEG,2017,11,23,8.9,0,8.6,76.6,1005.1
354150100,KOŁOBRZEG,2017,11,24,7.1,1.4,8.9,88.9,1008.7
354150100,KOŁOBRZEG,2017,11,25,4.8,15.8,8,93,1008.9
354150100,KOŁOBRZEG,2017,11,26,3.6,0.2,6.9,86.9,1013.5
354150100,KOŁOBRZEG,2017,11,27,4.4,2.4,6.9,82.4,1012.2
354150100,KOŁOBRZEG,2017,11,28,5.2,0.1,7.6,86.1,1002.1
354150100,KOŁOBRZEG,2017,11,29,3.8,0,6.7,83.6,1004.6
354150100,KOŁOBRZEG,2017,11,30,0.7,0,6,92.4,1004.8
354150100,KOŁOBRZEG,2017,12,1,4.5,1.1,6.7,80.1,1011.1
354150100,KOŁOBRZEG,2017,12,2,3.2,0.1,6.4,83,1023.2
